"zero_indices","animal_id","birth_year","bs","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
FALSE,"90-2010-0-108",2010,"ey",0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
FALSE,"90-2010-0-109",2010,"ey",0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
FALSE,"90-2010-0-110",2010,"ey",0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0
FALSE,"90-2010-0-111",2010,"ey",0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0
FALSE,"90-2010-0-112",2010,"ey",0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
FALSE,"90-2010-0-113",2010,"ey",0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2
FALSE,"90-2010-0-114",2010,"ey",0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0
FALSE,"90-2010-0-115",2010,"ey",0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0
FALSE,"90-2011-0-351",2011,"ey",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
FALSE,"90-2011-0-352",2011,"ey",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
FALSE,"90-2011-0-353",2011,"ey",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FALSE,"90-2011-0-354",2011,"ey",0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0
FALSE,"90-2011-0-355",2011,"ey",0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1
FALSE,"90-2011-0-356",2011,"ey",0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0
FALSE,"90-2011-0-357",2011,"ey",0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0
FALSE,"90-2011-0-358",2011,"ey",0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
FALSE,"90-2011-0-359",2011,"ey",0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0
FALSE,"90-2011-0-360",2011,"ey",0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0
FALSE,"90-2011-0-361",2011,"ey",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FALSE,"90-2011-0-362",2011,"ey",0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1
FALSE,"90-2011-0-363",2011,"ey",0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0
FALSE,"90-2011-0-364",2011,"ey",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FALSE,"90-2011-0-365",2011,"ey",0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
FALSE,"90-2011-0-366",2011,"ey",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FALSE,"90-2011-0-367",2011,"ey",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0
FALSE,"90-2011-0-368",2011,"ey",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0
FALSE,"90-2011-0-369",2011,"ey",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
FALSE,"90-2011-0-370",2011,"ey",0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
FALSE,"90-2012-0-001",2012,"ey",0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0
FALSE,"90-2012-0-319",2012,"ey",0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0
FALSE,"90-2012-0-320",2012,"ey",0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0
FALSE,"90-2012-0-321",2012,"ey",0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0
FALSE,"90-2012-0-322",2012,"ey",0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0
FALSE,"90-2012-0-323",2012,"ey",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FALSE,"90-2012-0-324",2012,"ey",0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0
FALSE,"90-2012-0-325",2012,"ey",0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0
FALSE,"90-2012-0-326",2012,"ey",0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0
FALSE,"90-2012-0-327",2012,"ey",0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0
FALSE,"90-2012-0-328",2012,"ey",0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1
FALSE,"90-2012-0-329",2012,"ey",0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0
FALSE,"90-2012-0-346",2012,"ey",0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
FALSE,"90-2012-0-347",2012,"ey",0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0
FALSE,"90-2012-0-348",2012,"ey",0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
FALSE,"90-2012-0-349",2012,"ey",0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1
FALSE,"90-2012-0-350",2012,"ey",0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0
FALSE,"90-2013-0-273",2013,"ey",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0
FALSE,"90-2013-0-274",2013,"ey",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
FALSE,"90-2013-0-275",2013,"ey",0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
FALSE,"90-2013-0-276",2013,"ey",0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0
FALSE,"90-2013-0-277",2013,"ey",0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
FALSE,"90-2013-0-278",2013,"ey",0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1
FALSE,"90-2013-0-279",2013,"ey",0,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0
FALSE,"90-2013-0-280",2013,"ey",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
FALSE,"90-2013-0-281",2013,"ey",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
FALSE,"90-2013-0-282",2013,"ey",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
FALSE,"90-2013-0-283",2013,"ey",0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0
FALSE,"90-2013-0-284",2013,"ey",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
FALSE,"90-2013-0-285",2013,"ey",0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
FALSE,"90-2013-0-286",2013,"ey",0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0
FALSE,"90-2013-0-287",2013,"ey",0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
FALSE,"90-2013-0-288",2013,"ey",0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0
FALSE,"90-2013-0-289",2013,"ey",0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
FALSE,"90-2013-0-290",2013,"ey",0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
FALSE,"90-2013-0-291",2013,"ey",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0
FALSE,"90-2013-0-292",2013,"ey",0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
FALSE,"90-2014-0-456",2014,"ey",0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
FALSE,"90-2014-0-457",2014,"ey",0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
FALSE,"90-2014-0-458",2014,"ey",0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
FALSE,"90-2014-0-459",2014,"ey",0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0
FALSE,"90-2014-0-460",2014,"ey",0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0
FALSE,"90-2014-0-461",2014,"ey",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FALSE,"90-2014-0-462",2014,"ey",0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
FALSE,"90-2014-0-463",2014,"ey",0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0
FALSE,"90-2014-0-464",2014,"ey",0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
FALSE,"90-2014-0-465",2014,"ey",0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
FALSE,"90-2014-0-466",2014,"ey",0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
FALSE,"90-2014-0-467",2014,"ey",0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
FALSE,"90-2014-0-468",2014,"ey",0,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0
FALSE,"90-2014-0-469",2014,"ey",0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
FALSE,"90-2014-0-470",2014,"ey",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
FALSE,"90-2014-0-471",2014,"ey",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
FALSE,"90-2014-0-472",2014,"ey",0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
FALSE,"90-2014-0-473",2014,"ey",0,0,0,0,0,0,0,1,1,1,1,2,0,0,0,0
FALSE,"90-2014-0-474",2014,"ey",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
FALSE,"90-2014-0-475",2014,"ey",0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
FALSE,"90-2015-0-559",2015,"ey",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
FALSE,"90-2015-0-561",2015,"ey",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FALSE,"90-2015-0-562",2015,"ey",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
FALSE,"90-2015-0-563",2015,"ey",0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
FALSE,"90-2015-0-564",2015,"ey",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
FALSE,"90-2015-0-565",2015,"ey",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
FALSE,"90-2015-0-566",2015,"ey",0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
FALSE,"90-2015-0-567",2015,"ey",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FALSE,"90-2015-0-568",2015,"ey",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
FALSE,"90-2015-0-569",2015,"ey",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1
FALSE,"90-2015-0-570",2015,"ey",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
FALSE,"90-2015-0-571",2015,"ey",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
FALSE,"90-2015-0-572",2015,"ey",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
FALSE,"90-2015-0-573",2015,"ey",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FALSE,"90-2015-0-574",2015,"ey",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
FALSE,"90-2015-0-575",2015,"ey",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FALSE,"90-2015-0-576",2015,"ey",0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
FALSE,"90-2015-0-577",2015,"ey",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
FALSE,"90-2015-0-578",2015,"ey",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
FALSE,"90-2015-0-579",2015,"ey",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
FALSE,"90-2015-0-580",2015,"ey",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
FALSE,"90-2015-0-581",2015,"ey",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
FALSE,"90-2016-0-658",2016,"ey",0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1
FALSE,"90-2016-0-659",2016,"ey",0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
FALSE,"90-2016-0-660",2016,"ey",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FALSE,"90-2016-0-661",2016,"ey",0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
FALSE,"90-2016-0-662",2016,"ey",0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0
FALSE,"90-2016-0-663",2016,"ey",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
FALSE,"90-2016-0-664",2016,"ey",0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
FALSE,"90-2016-0-665",2016,"ey",0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
FALSE,"90-2016-0-666",2016,"ey",0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
FALSE,"90-2016-0-667",2016,"ey",0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
FALSE,"90-2016-0-668",2016,"ey",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
FALSE,"90-2016-0-669",2016,"ey",0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0
FALSE,"90-2016-0-670",2016,"ey",0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0
FALSE,"90-2016-0-671",2016,"ey",0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1
FALSE,"90-2016-0-672",2016,"ey",0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
FALSE,"90-2017-0-776",2017,"ey",0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
FALSE,"90-2017-0-777",2017,"ey",0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
FALSE,"90-2017-0-778",2017,"ey",0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
FALSE,"90-2017-0-779",2017,"ey",0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
FALSE,"90-2017-0-780",2017,"ey",0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
FALSE,"90-2017-0-781",2017,"ey",0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
FALSE,"90-2017-0-782",2017,"ey",0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
FALSE,"90-2017-0-783",2017,"ey",0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
FALSE,"90-2017-0-784",2017,"ey",0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
FALSE,"90-2017-0-785",2017,"ey",0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0
FALSE,"90-2017-0-786",2017,"ey",0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2
FALSE,"90-2017-0-787",2017,"ey",0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
FALSE,"90-2018-0-851",2018,"ey",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
FALSE,"90-2018-0-852",2018,"ey",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
FALSE,"90-2018-0-853",2018,"ey",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
FALSE,"90-2018-0-854",2018,"ey",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
FALSE,"90-2018-0-855",2018,"ey",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
FALSE,"90-2018-0-856",2018,"ey",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
FALSE,"90-2018-0-857",2018,"ey",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
FALSE,"90-2018-0-858",2018,"ey",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
FALSE,"90-2018-0-859",2018,"ey",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
FALSE,"90-2018-0-860",2018,"ey",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
FALSE,"90-2018-0-861",2018,"ey",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
FALSE,"90-2019-0-975",2019,"ey",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
FALSE,"90-2019-0-976",2019,"ey",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
FALSE,"90-2019-0-977",2019,"ey",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
FALSE,"90-2019-0-978",2019,"ey",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
FALSE,"90-2019-0-979",2019,"ey",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
FALSE,"90-2019-0-980",2019,"ey",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
FALSE,"90-2019-0-981",2019,"ey",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
FALSE,"90-2019-0-982",2019,"ey",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
FALSE,"90-2019-0-983",2019,"ey",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
FALSE,"90-2019-0-984",2019,"ey",0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
FALSE,"90-2019-0-985",2019,"ey",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
FALSE,"90-2019-0-986",2019,"ey",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
FALSE,"90-2019-0-987",2019,"ey",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
FALSE,"90-2020-0-2076",2020,"ey",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
FALSE,"90-2020-0-2077",2020,"ey",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FALSE,"90-2020-0-2078",2020,"ey",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
FALSE,"90-2020-0-2079",2020,"ey",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
FALSE,"90-2020-0-2080",2020,"ey",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
FALSE,"90-2020-0-2081",2020,"ey",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
FALSE,"90-2020-0-2082",2020,"ey",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
FALSE,"90-2020-0-2083",2020,"ey",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FALSE,"90-2020-0-2084",2020,"ey",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
FALSE,"90-2020-0-2085",2020,"ey",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FALSE,"90-2020-0-2086",2020,"ey",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
FALSE,"90-2020-0-2087",2020,"ey",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
FALSE,"90-2020-0-2088",2020,"ey",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FALSE,"90-2020-0-2089",2020,"ey",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
FALSE,"90-2020-0-2090",2020,"ey",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
FALSE,"90-2020-0-2091",2020,"ey",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
FALSE,"90-2020-0-2092",2020,"ey",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
FALSE,"90-2021-0-2176",2021,"ey",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
FALSE,"90-2021-0-2177",2021,"ey",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
FALSE,"90-2021-0-2178",2021,"ey",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
FALSE,"90-2021-0-2179",2021,"ey",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
FALSE,"90-2021-0-2180",2021,"ey",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
FALSE,"90-2021-0-2181",2021,"ey",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
FALSE,"90-2021-0-2182",2021,"ey",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
FALSE,"90-2021-0-2183",2021,"ey",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
FALSE,"90-2021-0-2184",2021,"ey",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FALSE,"90-2021-0-2185",2021,"ey",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FALSE,"90-2021-0-2186",2021,"ey",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
FALSE,"90-2021-0-2187",2021,"ey",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
FALSE,"90-2021-0-2188",2021,"ey",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
FALSE,"90-2021-0-2189",2021,"ey",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
FALSE,"90-2021-0-2190",2021,"ey",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
