animal_id,birth_year,bs,year,status,ageclass,sum.jun.jul.aug,sum.march.apr.may,sum.sept.oct,oct,annual,annual.sc,sum.march.apr.may.sc,sum.jun.jul.aug.sc,weight,bcsin,weightkg,bcscm
90-2013-0-280,2013,ey,2019,1,6,6.8,3.3,6.3,5.4,17.2,-0.903676088,-0.958447896,8.89E-05,237,157.875,107.73,401.00
90-2013-0-280,2013,ey,2020,1,7,5.6,8.6,2.4,1,20.8,-0.390161778,0.716406069,-0.372691834,232,154.25,105.45,391.80
90-2013-0-280,2013,ey,2021,1,8,11.3,6.1,0.03,4.6,19.53,-0.571318216,-0.073619386,1.398016838,229,160.125,104.09,406.72
90-2013-0-280,2013,ey,2022,1,9,10.3,8.5,3.7,0,25,0.20893825,0.684805051,1.087366194,217,135.375,98.64,343.85
90-2013-0-281,2013,ey,2008,0,NA,11.8,4.8,0.7,0.5,18.3,-0.746768938,-0.484432623,1.55334216,NA,NA,NA,NA
90-2013-0-281,2013,ey,2009,0,NA,3.9,5.6,7.3,0,19.1,-0.632654647,-0.231624477,-0.90079793,NA,NA,NA,NA
90-2013-0-281,2013,ey,2010,0,NA,9.9,8.8,7.9,3.3,34.6,1.578309742,0.779608105,0.963105936,NA,NA,NA,NA
90-2013-0-281,2013,ey,2011,0,NA,2.4,2.3,5.7,0,15.3,-1.17469753,-1.274458078,-1.366773896,NA,NA,NA,NA
90-2013-0-281,2013,ey,2012,0,NA,1.5,11,4.1,3.8,19.1,-0.632654647,1.474830506,-1.646359476,NA,NA,NA,NA
90-2013-0-281,2013,ey,2013,0,NA,9.1,4.6,9.3,5.8,27.6,0.579809696,-0.54763466,0.714585421,NA,NA,NA,NA
90-2013-0-281,2013,ey,2014,1,1,5.2,3.1,8.9,6.2,21.1,-0.347368919,-1.021649933,-0.496952092,103,26.625,46.82,67.63
90-2013-0-281,2013,ey,2015,0,2,5.5,14.9,8.6,0.5,41.8,2.605338362,2.707270216,-0.403756899,NA,NA,NA,NA
90-2013-0-281,2013,ey,2016,0,3,9.6,11.2,1.9,4.1,33.1,1.364345447,1.538032542,0.869910743,NA,NA,NA,NA
90-2013-0-281,2013,ey,2017,0,4,5.2,4.6,10.2,5.6,23.5,-0.005026046,-0.54763466,-0.496952092,NA,NA,NA,NA
90-2013-0-281,2013,ey,2018,0,5,7,2.9,21.5,5.8,36.2,1.806538325,-1.084851969,0.062219068,NA,NA,NA,NA
90-2013-0-281,2013,ey,2019,0,6,6.8,3.3,6.3,5.4,17.2,-0.903676088,-0.958447896,8.89E-05,NA,NA,NA,NA
90-2013-0-281,2013,ey,2020,0,7,5.6,8.6,2.4,1,20.8,-0.390161778,0.716406069,-0.372691834,NA,NA,NA,NA
90-2013-0-281,2013,ey,2021,0,8,11.3,6.1,0.03,4.6,19.53,-0.571318216,-0.073619386,1.398016838,NA,NA,NA,NA
90-2013-0-281,2013,ey,2022,0,9,10.3,8.5,3.7,0,25,0.20893825,0.684805051,1.087366194,NA,NA,NA,NA
90-2013-0-282,2013,ey,2008,0,NA,11.8,4.8,0.7,0.5,18.3,-0.746768938,-0.484432623,1.55334216,NA,NA,NA,NA
90-2013-0-282,2013,ey,2009,0,NA,3.9,5.6,7.3,0,19.1,-0.632654647,-0.231624477,-0.90079793,NA,NA,NA,NA
90-2013-0-282,2013,ey,2010,0,NA,9.9,8.8,7.9,3.3,34.6,1.578309742,0.779608105,0.963105936,NA,NA,NA,NA
90-2013-0-282,2013,ey,2011,0,NA,2.4,2.3,5.7,0,15.3,-1.17469753,-1.274458078,-1.366773896,NA,NA,NA,NA
90-2013-0-282,2013,ey,2012,0,NA,1.5,11,4.1,3.8,19.1,-0.632654647,1.474830506,-1.646359476,NA,NA,NA,NA
90-2013-0-282,2013,ey,2013,0,NA,9.1,4.6,9.3,5.8,27.6,0.579809696,-0.54763466,0.714585421,NA,NA,NA,NA
90-2013-0-282,2013,ey,2014,1,1,5.2,3.1,8.9,6.2,21.1,-0.347368919,-1.021649933,-0.496952092,130,72.625,59.09,184.47
90-2013-0-282,2013,ey,2015,1,2,5.5,14.9,8.6,0.5,41.8,2.605338362,2.707270216,-0.403756899,153,102.5,69.55,260.35
90-2013-0-282,2013,ey,2016,0,3,9.6,11.2,1.9,4.1,33.1,1.364345447,1.538032542,0.869910743,NA,NA,NA,NA
90-2013-0-282,2013,ey,2017,0,4,5.2,4.6,10.2,5.6,23.5,-0.005026046,-0.54763466,-0.496952092,NA,NA,NA,NA
90-2013-0-282,2013,ey,2018,0,5,7,2.9,21.5,5.8,36.2,1.806538325,-1.084851969,0.062219068,NA,NA,NA,NA
90-2013-0-282,2013,ey,2019,0,6,6.8,3.3,6.3,5.4,17.2,-0.903676088,-0.958447896,8.89E-05,NA,NA,NA,NA
90-2013-0-282,2013,ey,2020,0,7,5.6,8.6,2.4,1,20.8,-0.390161778,0.716406069,-0.372691834,NA,NA,NA,NA
90-2013-0-282,2013,ey,2021,0,8,11.3,6.1,0.03,4.6,19.53,-0.571318216,-0.073619386,1.398016838,NA,NA,NA,NA
90-2013-0-282,2013,ey,2022,0,9,10.3,8.5,3.7,0,25,0.20893825,0.684805051,1.087366194,NA,NA,NA,NA
90-2013-0-283,2013,ey,2008,0,NA,11.8,4.8,0.7,0.5,18.3,-0.746768938,-0.484432623,1.55334216,NA,NA,NA,NA
90-2013-0-283,2013,ey,2009,0,NA,3.9,5.6,7.3,0,19.1,-0.632654647,-0.231624477,-0.90079793,NA,NA,NA,NA
90-2013-0-283,2013,ey,2010,0,NA,9.9,8.8,7.9,3.3,34.6,1.578309742,0.779608105,0.963105936,NA,NA,NA,NA
90-2013-0-283,2013,ey,2011,0,NA,2.4,2.3,5.7,0,15.3,-1.17469753,-1.274458078,-1.366773896,NA,NA,NA,NA
90-2013-0-283,2013,ey,2012,0,NA,1.5,11,4.1,3.8,19.1,-0.632654647,1.474830506,-1.646359476,NA,NA,NA,NA
90-2013-0-283,2013,ey,2013,0,NA,9.1,4.6,9.3,5.8,27.6,0.579809696,-0.54763466,0.714585421,NA,NA,NA,NA
90-2013-0-283,2013,ey,2014,1,1,5.2,3.1,8.9,6.2,21.1,-0.347368919,-1.021649933,-0.496952092,128,54.5,58.18,138.43
90-2013-0-283,2013,ey,2015,1,2,5.5,14.9,8.6,0.5,41.8,2.605338362,2.707270216,-0.403756899,169,95,76.82,241.30
90-2013-0-283,2013,ey,2016,1,3,9.6,11.2,1.9,4.1,33.1,1.364345447,1.538032542,0.869910743,186,131.875,84.55,334.96
90-2013-0-283,2013,ey,2017,1,4,5.2,4.6,10.2,5.6,23.5,-0.005026046,-0.54763466,-0.496952092,201,147.125,91.36,373.70
90-2013-0-283,2013,ey,2018,1,5,7,2.9,21.5,5.8,36.2,1.806538325,-1.084851969,0.062219068,NA,NA,NA,NA
90-2013-0-283,2013,ey,2019,1,6,6.8,3.3,6.3,5.4,17.2,-0.903676088,-0.958447896,8.89E-05,244,164.125,110.91,416.88
90-2013-0-283,2013,ey,2020,0,7,5.6,8.6,2.4,1,20.8,-0.390161778,0.716406069,-0.372691834,NA,NA,NA,NA
90-2013-0-283,2013,ey,2021,0,8,11.3,6.1,0.03,4.6,19.53,-0.571318216,-0.073619386,1.398016838,NA,NA,NA,NA
90-2013-0-283,2013,ey,2022,0,9,10.3,8.5,3.7,0,25,0.20893825,0.684805051,1.087366194,NA,NA,NA,NA
90-2013-0-284,2013,ey,2008,0,NA,11.8,4.8,0.7,0.5,18.3,-0.746768938,-0.484432623,1.55334216,NA,NA,NA,NA
90-2013-0-284,2013,ey,2009,0,NA,3.9,5.6,7.3,0,19.1,-0.632654647,-0.231624477,-0.90079793,NA,NA,NA,NA
90-2013-0-284,2013,ey,2010,0,NA,9.9,8.8,7.9,3.3,34.6,1.578309742,0.779608105,0.963105936,NA,NA,NA,NA
90-2013-0-284,2013,ey,2011,0,NA,2.4,2.3,5.7,0,15.3,-1.17469753,-1.274458078,-1.366773896,NA,NA,NA,NA
90-2013-0-284,2013,ey,2012,0,NA,1.5,11,4.1,3.8,19.1,-0.632654647,1.474830506,-1.646359476,NA,NA,NA,NA
90-2013-0-284,2013,ey,2013,0,NA,9.1,4.6,9.3,5.8,27.6,0.579809696,-0.54763466,0.714585421,NA,NA,NA,NA
90-2013-0-284,2013,ey,2014,1,1,5.2,3.1,8.9,6.2,21.1,-0.347368919,-1.021649933,-0.496952092,NA,NA,NA,NA
90-2013-0-284,2013,ey,2015,1,2,5.5,14.9,8.6,0.5,41.8,2.605338362,2.707270216,-0.403756899,136,102.375,61.82,260.03
90-2013-0-284,2013,ey,2016,1,3,9.6,11.2,1.9,4.1,33.1,1.364345447,1.538032542,0.869910743,155,123.875,70.45,314.64
90-2013-0-284,2013,ey,2017,1,4,5.2,4.6,10.2,5.6,23.5,-0.005026046,-0.54763466,-0.496952092,165,147.25,75.00,374.02
90-2013-0-284,2013,ey,2018,1,5,7,2.9,21.5,5.8,36.2,1.806538325,-1.084851969,0.062219068,163,147.75,74.09,375.29
90-2013-0-284,2013,ey,2019,1,6,6.8,3.3,6.3,5.4,17.2,-0.903676088,-0.958447896,8.89E-05,213,146.375,96.82,371.79
90-2013-0-284,2013,ey,2020,1,7,5.6,8.6,2.4,1,20.8,-0.390161778,0.716406069,-0.372691834,209,158,95.00,401.32
90-2013-0-284,2013,ey,2021,1,8,11.3,6.1,0.03,4.6,19.53,-0.571318216,-0.073619386,1.398016838,226,166,102.73,421.64
90-2013-0-284,2013,ey,2022,1,9,10.3,8.5,3.7,0,25,0.20893825,0.684805051,1.087366194,195,153.75,88.64,390.53
90-2013-0-285,2013,ey,2008,0,NA,11.8,4.8,0.7,0.5,18.3,-0.746768938,-0.484432623,1.55334216,NA,NA,NA,NA
90-2013-0-285,2013,ey,2009,0,NA,3.9,5.6,7.3,0,19.1,-0.632654647,-0.231624477,-0.90079793,NA,NA,NA,NA
90-2013-0-285,2013,ey,2010,0,NA,9.9,8.8,7.9,3.3,34.6,1.578309742,0.779608105,0.963105936,NA,NA,NA,NA
90-2013-0-285,2013,ey,2011,0,NA,2.4,2.3,5.7,0,15.3,-1.17469753,-1.274458078,-1.366773896,NA,NA,NA,NA
90-2013-0-285,2013,ey,2012,0,NA,1.5,11,4.1,3.8,19.1,-0.632654647,1.474830506,-1.646359476,NA,NA,NA,NA
90-2013-0-285,2013,ey,2013,0,NA,9.1,4.6,9.3,5.8,27.6,0.579809696,-0.54763466,0.714585421,NA,NA,NA,NA
90-2013-0-285,2013,ey,2014,1,1,5.2,3.1,8.9,6.2,21.1,-0.347368919,-1.021649933,-0.496952092,NA,NA,NA,NA
90-2013-0-285,2013,ey,2015,1,2,5.5,14.9,8.6,0.5,41.8,2.605338362,2.707270216,-0.403756899,156,89.625,70.91,227.65
90-2013-0-285,2013,ey,2016,1,3,9.6,11.2,1.9,4.1,33.1,1.364345447,1.538032542,0.869910743,174,119.5,79.09,303.53
90-2013-0-285,2013,ey,2017,1,4,5.2,4.6,10.2,5.6,23.5,-0.005026046,-0.54763466,-0.496952092,NA,NA,NA,NA
90-2013-0-285,2013,ey,2018,1,5,7,2.9,21.5,5.8,36.2,1.806538325,-1.084851969,0.062219068,205,139.625,93.18,354.65
90-2013-0-285,2013,ey,2019,0,6,6.8,3.3,6.3,5.4,17.2,-0.903676088,-0.958447896,8.89E-05,NA,NA,NA,NA
90-2013-0-285,2013,ey,2020,0,7,5.6,8.6,2.4,1,20.8,-0.390161778,0.716406069,-0.372691834,NA,NA,NA,NA
90-2013-0-285,2013,ey,2021,0,8,11.3,6.1,0.03,4.6,19.53,-0.571318216,-0.073619386,1.398016838,NA,NA,NA,NA
90-2013-0-285,2013,ey,2022,0,9,10.3,8.5,3.7,0,25,0.20893825,0.684805051,1.087366194,NA,NA,NA,NA
90-2013-0-286,2013,ey,2008,0,NA,11.8,4.8,0.7,0.5,18.3,-0.746768938,-0.484432623,1.55334216,NA,NA,NA,NA
90-2013-0-286,2013,ey,2009,0,NA,3.9,5.6,7.3,0,19.1,-0.632654647,-0.231624477,-0.90079793,NA,NA,NA,NA
90-2013-0-286,2013,ey,2010,0,NA,9.9,8.8,7.9,3.3,34.6,1.578309742,0.779608105,0.963105936,NA,NA,NA,NA
90-2013-0-286,2013,ey,2011,0,NA,2.4,2.3,5.7,0,15.3,-1.17469753,-1.274458078,-1.366773896,NA,NA,NA,NA
90-2013-0-286,2013,ey,2012,0,NA,1.5,11,4.1,3.8,19.1,-0.632654647,1.474830506,-1.646359476,NA,NA,NA,NA
90-2013-0-286,2013,ey,2013,0,NA,9.1,4.6,9.3,5.8,27.6,0.579809696,-0.54763466,0.714585421,NA,NA,NA,NA
90-2013-0-286,2013,ey,2014,1,1,5.2,3.1,8.9,6.2,21.1,-0.347368919,-1.021649933,-0.496952092,115,35.75,52.27,90.81
90-2013-0-286,2013,ey,2015,1,2,5.5,14.9,8.6,0.5,41.8,2.605338362,2.707270216,-0.403756899,144,84.125,65.45,213.68
90-2013-0-286,2013,ey,2016,1,3,9.6,11.2,1.9,4.1,33.1,1.364345447,1.538032542,0.869910743,164,106.875,74.55,271.46
90-2013-0-286,2013,ey,2017,1,4,5.2,4.6,10.2,5.6,23.5,-0.005026046,-0.54763466,-0.496952092,171,120.625,77.73,306.39
90-2013-0-286,2013,ey,2018,1,5,7,2.9,21.5,5.8,36.2,1.806538325,-1.084851969,0.062219068,203,123.75,92.27,314.33
90-2013-0-286,2013,ey,2019,0,6,6.8,3.3,6.3,5.4,17.2,-0.903676088,-0.958447896,8.89E-05,NA,NA,NA,NA
90-2013-0-286,2013,ey,2020,1,7,5.6,8.6,2.4,1,20.8,-0.390161778,0.716406069,-0.372691834,224,134.625,101.82,341.95
90-2013-0-286,2013,ey,2021,1,8,11.3,6.1,0.03,4.6,19.53,-0.571318216,-0.073619386,1.398016838,202,116,91.82,294.64
90-2013-0-286,2013,ey,2022,0,9,10.3,8.5,3.7,0,25,0.20893825,0.684805051,1.087366194,NA,NA,NA,NA
90-2013-0-287,2013,ey,2008,0,NA,11.8,4.8,0.7,0.5,18.3,-0.746768938,-0.484432623,1.55334216,NA,NA,NA,NA
90-2013-0-287,2013,ey,2009,0,NA,3.9,5.6,7.3,0,19.1,-0.632654647,-0.231624477,-0.90079793,NA,NA,NA,NA
90-2013-0-287,2013,ey,2010,0,NA,9.9,8.8,7.9,3.3,34.6,1.578309742,0.779608105,0.963105936,NA,NA,NA,NA
90-2013-0-287,2013,ey,2011,0,NA,2.4,2.3,5.7,0,15.3,-1.17469753,-1.274458078,-1.366773896,NA,NA,NA,NA
90-2013-0-287,2013,ey,2012,0,NA,1.5,11,4.1,3.8,19.1,-0.632654647,1.474830506,-1.646359476,NA,NA,NA,NA
90-2013-0-287,2013,ey,2013,0,NA,9.1,4.6,9.3,5.8,27.6,0.579809696,-0.54763466,0.714585421,NA,NA,NA,NA
90-2013-0-287,2013,ey,2014,1,1,5.2,3.1,8.9,6.2,21.1,-0.347368919,-1.021649933,-0.496952092,110,57,50.00,144.78
90-2013-0-287,2013,ey,2015,1,2,5.5,14.9,8.6,0.5,41.8,2.605338362,2.707270216,-0.403756899,131,120,59.55,304.80
90-2013-0-287,2013,ey,2016,1,3,9.6,11.2,1.9,4.1,33.1,1.364345447,1.538032542,0.869910743,NA,NA,NA,NA
90-2013-0-287,2013,ey,2017,0,4,5.2,4.6,10.2,5.6,23.5,-0.005026046,-0.54763466,-0.496952092,NA,NA,NA,NA
90-2013-0-287,2013,ey,2018,0,5,7,2.9,21.5,5.8,36.2,1.806538325,-1.084851969,0.062219068,NA,NA,NA,NA
90-2013-0-287,2013,ey,2019,0,6,6.8,3.3,6.3,5.4,17.2,-0.903676088,-0.958447896,8.89E-05,NA,NA,NA,NA
90-2013-0-287,2013,ey,2020,0,7,5.6,8.6,2.4,1,20.8,-0.390161778,0.716406069,-0.372691834,NA,NA,NA,NA
90-2013-0-287,2013,ey,2021,0,8,11.3,6.1,0.03,4.6,19.53,-0.571318216,-0.073619386,1.398016838,NA,NA,NA,NA
90-2013-0-287,2013,ey,2022,0,9,10.3,8.5,3.7,0,25,0.20893825,0.684805051,1.087366194,NA,NA,NA,NA
90-2013-0-288,2013,ey,2008,0,NA,11.8,4.8,0.7,0.5,18.3,-0.746768938,-0.484432623,1.55334216,NA,NA,NA,NA
90-2013-0-288,2013,ey,2009,0,NA,3.9,5.6,7.3,0,19.1,-0.632654647,-0.231624477,-0.90079793,NA,NA,NA,NA
90-2013-0-288,2013,ey,2010,0,NA,9.9,8.8,7.9,3.3,34.6,1.578309742,0.779608105,0.963105936,NA,NA,NA,NA
90-2013-0-288,2013,ey,2011,0,NA,2.4,2.3,5.7,0,15.3,-1.17469753,-1.274458078,-1.366773896,NA,NA,NA,NA
90-2013-0-288,2013,ey,2012,0,NA,1.5,11,4.1,3.8,19.1,-0.632654647,1.474830506,-1.646359476,NA,NA,NA,NA
90-2013-0-288,2013,ey,2013,0,NA,9.1,4.6,9.3,5.8,27.6,0.579809696,-0.54763466,0.714585421,NA,NA,NA,NA
90-2013-0-288,2013,ey,2014,1,1,5.2,3.1,8.9,6.2,21.1,-0.347368919,-1.021649933,-0.496952092,111,50.75,50.45,128.91
90-2013-0-288,2013,ey,2015,1,2,5.5,14.9,8.6,0.5,41.8,2.605338362,2.707270216,-0.403756899,142,99,64.55,251.46
90-2013-0-288,2013,ey,2016,0,3,9.6,11.2,1.9,4.1,33.1,1.364345447,1.538032542,0.869910743,NA,NA,NA,NA
90-2013-0-288,2013,ey,2017,1,4,5.2,4.6,10.2,5.6,23.5,-0.005026046,-0.54763466,-0.496952092,167,131.875,75.91,334.96
90-2013-0-288,2013,ey,2018,1,5,7,2.9,21.5,5.8,36.2,1.806538325,-1.084851969,0.062219068,189,146.625,85.91,372.43
90-2013-0-288,2013,ey,2019,1,6,6.8,3.3,6.3,5.4,17.2,-0.903676088,-0.958447896,8.89E-05,203,148.375,92.27,376.87
90-2013-0-288,2013,ey,2020,1,7,5.6,8.6,2.4,1,20.8,-0.390161778,0.716406069,-0.372691834,198,151.75,90.00,385.45
90-2013-0-288,2013,ey,2021,1,8,11.3,6.1,0.03,4.6,19.53,-0.571318216,-0.073619386,1.398016838,210,149.125,95.45,378.78
90-2013-0-288,2013,ey,2022,0,9,10.3,8.5,3.7,0,25,0.20893825,0.684805051,1.087366194,NA,NA,NA,NA
90-2013-0-289,2013,ey,2008,0,NA,11.8,4.8,0.7,0.5,18.3,-0.746768938,-0.484432623,1.55334216,NA,NA,NA,NA
90-2013-0-289,2013,ey,2009,0,NA,3.9,5.6,7.3,0,19.1,-0.632654647,-0.231624477,-0.90079793,NA,NA,NA,NA
90-2013-0-289,2013,ey,2010,0,NA,9.9,8.8,7.9,3.3,34.6,1.578309742,0.779608105,0.963105936,NA,NA,NA,NA
90-2013-0-289,2013,ey,2011,0,NA,2.4,2.3,5.7,0,15.3,-1.17469753,-1.274458078,-1.366773896,NA,NA,NA,NA
90-2013-0-289,2013,ey,2012,0,NA,1.5,11,4.1,3.8,19.1,-0.632654647,1.474830506,-1.646359476,NA,NA,NA,NA
90-2013-0-289,2013,ey,2013,0,NA,9.1,4.6,9.3,5.8,27.6,0.579809696,-0.54763466,0.714585421,NA,NA,NA,NA
90-2013-0-289,2013,ey,2014,1,1,5.2,3.1,8.9,6.2,21.1,-0.347368919,-1.021649933,-0.496952092,115,20.5,52.27,52.07
90-2013-0-289,2013,ey,2015,1,2,5.5,14.9,8.6,0.5,41.8,2.605338362,2.707270216,-0.403756899,153,69.25,69.55,175.90
90-2013-0-289,2013,ey,2016,1,3,9.6,11.2,1.9,4.1,33.1,1.364345447,1.538032542,0.869910743,152,99.5,69.09,252.73
90-2013-0-289,2013,ey,2017,1,4,5.2,4.6,10.2,5.6,23.5,-0.005026046,-0.54763466,-0.496952092,153,106.75,69.55,271.15
90-2013-0-289,2013,ey,2018,0,5,7,2.9,21.5,5.8,36.2,1.806538325,-1.084851969,0.062219068,NA,NA,NA,NA
90-2013-0-289,2013,ey,2019,0,6,6.8,3.3,6.3,5.4,17.2,-0.903676088,-0.958447896,8.89E-05,NA,NA,NA,NA
90-2013-0-289,2013,ey,2020,0,7,5.6,8.6,2.4,1,20.8,-0.390161778,0.716406069,-0.372691834,NA,NA,NA,NA
90-2013-0-289,2013,ey,2021,0,8,11.3,6.1,0.03,4.6,19.53,-0.571318216,-0.073619386,1.398016838,NA,NA,NA,NA
90-2013-0-289,2013,ey,2022,0,9,10.3,8.5,3.7,0,25,0.20893825,0.684805051,1.087366194,NA,NA,NA,NA
90-2013-0-290,2013,ey,2008,0,NA,11.8,4.8,0.7,0.5,18.3,-0.746768938,-0.484432623,1.55334216,NA,NA,NA,NA
90-2013-0-290,2013,ey,2009,0,NA,3.9,5.6,7.3,0,19.1,-0.632654647,-0.231624477,-0.90079793,NA,NA,NA,NA
90-2013-0-290,2013,ey,2010,0,NA,9.9,8.8,7.9,3.3,34.6,1.578309742,0.779608105,0.963105936,NA,NA,NA,NA
90-2013-0-290,2013,ey,2011,0,NA,2.4,2.3,5.7,0,15.3,-1.17469753,-1.274458078,-1.366773896,NA,NA,NA,NA
90-2013-0-290,2013,ey,2012,0,NA,1.5,11,4.1,3.8,19.1,-0.632654647,1.474830506,-1.646359476,NA,NA,NA,NA
90-2013-0-290,2013,ey,2013,0,NA,9.1,4.6,9.3,5.8,27.6,0.579809696,-0.54763466,0.714585421,NA,NA,NA,NA
90-2013-0-290,2013,ey,2014,1,1,5.2,3.1,8.9,6.2,21.1,-0.347368919,-1.021649933,-0.496952092,NA,NA,NA,NA
90-2013-0-290,2013,ey,2015,1,2,5.5,14.9,8.6,0.5,41.8,2.605338362,2.707270216,-0.403756899,144,104,65.45,264.16
90-2013-0-290,2013,ey,2016,1,3,9.6,11.2,1.9,4.1,33.1,1.364345447,1.538032542,0.869910743,151,82.625,68.64,209.87
90-2013-0-290,2013,ey,2017,1,4,5.2,4.6,10.2,5.6,23.5,-0.005026046,-0.54763466,-0.496952092,166,128.875,75.45,327.34
90-2013-0-290,2013,ey,2018,0,5,7,2.9,21.5,5.8,36.2,1.806538325,-1.084851969,0.062219068,NA,NA,NA,NA
90-2013-0-290,2013,ey,2019,0,6,6.8,3.3,6.3,5.4,17.2,-0.903676088,-0.958447896,8.89E-05,NA,NA,NA,NA
90-2013-0-290,2013,ey,2020,0,7,5.6,8.6,2.4,1,20.8,-0.390161778,0.716406069,-0.372691834,NA,NA,NA,NA
90-2013-0-290,2013,ey,2021,0,8,11.3,6.1,0.03,4.6,19.53,-0.571318216,-0.073619386,1.398016838,NA,NA,NA,NA
90-2013-0-290,2013,ey,2022,0,9,10.3,8.5,3.7,0,25,0.20893825,0.684805051,1.087366194,NA,NA,NA,NA
90-2013-0-291,2013,ey,2008,0,NA,11.8,4.8,0.7,0.5,18.3,-0.746768938,-0.484432623,1.55334216,NA,NA,NA,NA
90-2013-0-291,2013,ey,2009,0,NA,3.9,5.6,7.3,0,19.1,-0.632654647,-0.231624477,-0.90079793,NA,NA,NA,NA
90-2013-0-291,2013,ey,2010,0,NA,9.9,8.8,7.9,3.3,34.6,1.578309742,0.779608105,0.963105936,NA,NA,NA,NA
90-2013-0-291,2013,ey,2011,0,NA,2.4,2.3,5.7,0,15.3,-1.17469753,-1.274458078,-1.366773896,NA,NA,NA,NA
90-2013-0-291,2013,ey,2012,0,NA,1.5,11,4.1,3.8,19.1,-0.632654647,1.474830506,-1.646359476,NA,NA,NA,NA
90-2013-0-291,2013,ey,2013,0,NA,9.1,4.6,9.3,5.8,27.6,0.579809696,-0.54763466,0.714585421,NA,NA,NA,NA
90-2013-0-291,2013,ey,2014,1,1,5.2,3.1,8.9,6.2,21.1,-0.347368919,-1.021649933,-0.496952092,NA,NA,NA,NA
90-2013-0-291,2013,ey,2015,1,2,5.5,14.9,8.6,0.5,41.8,2.605338362,2.707270216,-0.403756899,NA,NA,NA,NA
90-2013-0-291,2013,ey,2016,1,3,9.6,11.2,1.9,4.1,33.1,1.364345447,1.538032542,0.869910743,137,102.5,62.27,260.35
90-2013-0-291,2013,ey,2017,1,4,5.2,4.6,10.2,5.6,23.5,-0.005026046,-0.54763466,-0.496952092,140,114.25,63.64,290.20
90-2013-0-291,2013,ey,2018,1,5,7,2.9,21.5,5.8,36.2,1.806538325,-1.084851969,0.062219068,157,115,71.36,292.10
90-2013-0-291,2013,ey,2019,1,6,6.8,3.3,6.3,5.4,17.2,-0.903676088,-0.958447896,8.89E-05,179,132.75,81.36,337.19
90-2013-0-291,2013,ey,2020,1,7,5.6,8.6,2.4,1,20.8,-0.390161778,0.716406069,-0.372691834,173,131.75,78.64,334.65
90-2013-0-291,2013,ey,2021,1,8,11.3,6.1,0.03,4.6,19.53,-0.571318216,-0.073619386,1.398016838,190,142.25,86.36,361.32
90-2013-0-291,2013,ey,2022,0,9,10.3,8.5,3.7,0,25,0.20893825,0.684805051,1.087366194,190,138.875,86.36,352.74
90-2013-0-292,2013,ey,2008,0,NA,11.8,4.8,0.7,0.5,18.3,-0.746768938,-0.484432623,1.55334216,NA,NA,NA,NA
90-2013-0-292,2013,ey,2009,0,NA,3.9,5.6,7.3,0,19.1,-0.632654647,-0.231624477,-0.90079793,NA,NA,NA,NA
90-2013-0-292,2013,ey,2010,0,NA,9.9,8.8,7.9,3.3,34.6,1.578309742,0.779608105,0.963105936,NA,NA,NA,NA
90-2013-0-292,2013,ey,2011,0,NA,2.4,2.3,5.7,0,15.3,-1.17469753,-1.274458078,-1.366773896,NA,NA,NA,NA
90-2013-0-292,2013,ey,2012,0,NA,1.5,11,4.1,3.8,19.1,-0.632654647,1.474830506,-1.646359476,NA,NA,NA,NA
90-2013-0-292,2013,ey,2013,0,NA,9.1,4.6,9.3,5.8,27.6,0.579809696,-0.54763466,0.714585421,NA,NA,NA,NA
90-2013-0-292,2013,ey,2014,1,1,5.2,3.1,8.9,6.2,21.1,-0.347368919,-1.021649933,-0.496952092,103,56,46.82,142.24
90-2013-0-292,2013,ey,2015,1,2,5.5,14.9,8.6,0.5,41.8,2.605338362,2.707270216,-0.403756899,126,95.75,57.27,243.21
90-2013-0-292,2013,ey,2016,1,3,9.6,11.2,1.9,4.1,33.1,1.364345447,1.538032542,0.869910743,164,111.5,74.55,283.21
90-2013-0-292,2013,ey,2017,1,4,5.2,4.6,10.2,5.6,23.5,-0.005026046,-0.54763466,-0.496952092,177,119,80.45,302.26
90-2013-0-292,2013,ey,2018,1,5,7,2.9,21.5,5.8,36.2,1.806538325,-1.084851969,0.062219068,198,131.75,90.00,334.65
90-2013-0-292,2013,ey,2019,1,6,6.8,3.3,6.3,5.4,17.2,-0.903676088,-0.958447896,8.89E-05,229,143.375,104.09,364.17
90-2013-0-292,2013,ey,2020,1,7,5.6,8.6,2.4,1,20.8,-0.390161778,0.716406069,-0.372691834,233,138,105.91,350.52
90-2013-0-292,2013,ey,2021,0,8,11.3,6.1,0.03,4.6,19.53,-0.571318216,-0.073619386,1.398016838,NA,NA,NA,NA
90-2013-0-292,2013,ey,2022,0,9,10.3,8.5,3.7,0,25,0.20893825,0.684805051,1.087366194,NA,NA,NA,NA
90-2014-0-456,2014,ey,2008,0,NA,11.8,4.8,0.7,0.5,18.3,-0.746768938,-0.484432623,1.55334216,NA,NA,NA,NA
90-2014-0-456,2014,ey,2009,0,NA,3.9,5.6,7.3,0,19.1,-0.632654647,-0.231624477,-0.90079793,NA,NA,NA,NA
90-2014-0-456,2014,ey,2010,0,NA,9.9,8.8,7.9,3.3,34.6,1.578309742,0.779608105,0.963105936,NA,NA,NA,NA
90-2014-0-456,2014,ey,2011,0,NA,2.4,2.3,5.7,0,15.3,-1.17469753,-1.274458078,-1.366773896,NA,NA,NA,NA
