animal_id,birth_year,bs,year,status,ageclass,sum.jun.jul.aug,sum.march.apr.may,sum.sept.oct,oct,annual,annual.sc,sum.march.apr.may.sc,sum.jun.jul.aug.sc,weight,bcsin,weightkg,bcscm
270-2014-0-448,2014,wy,2017,1,3,5.6,4.6,10.81,0,24.61,0.153307533,-0.54763466,-0.372691834,165,122.125,75.00,310.20
270-2014-0-448,2014,wy,2018,0,4,4.8,2.3,17.7,0.9,29.1,0.793773991,-1.274458078,-0.62121235,NA,NA,NA,NA
270-2014-0-448,2014,wy,2019,1,5,4.7,3.4,3,0.3,12,-1.64541898,-0.926846878,-0.652277414,NA,NA,NA,NA
270-2014-0-448,2014,wy,2020,0,6,7.8,5.7,4.6,4.8,23.1,-0.062083192,-0.200023459,0.310739583,NA,NA,NA,NA
270-2014-0-448,2014,wy,2021,0,7,10.1,6.2,0.3,0,19.4,-0.589861788,-0.042018368,1.025236065,NA,NA,NA,NA
270-2014-0-448,2014,wy,2022,0,8,7,7.8,4.5,2.7,21.7,-0.261783201,0.463597923,0.062219068,NA,NA,NA,NA
270-2014-0-449,2014,wy,2008,0,NA,13.2,5.6,1,3,20.3,-0.46148321,-0.231624477,1.988253063,NA,NA,NA,NA
270-2014-0-449,2014,wy,2009,0,NA,4.1,5.6,8.4,1.5,20.4,-0.447218924,-0.231624477,-0.838667801,NA,NA,NA,NA
270-2014-0-449,2014,wy,2010,0,NA,9.7,8.6,7.4,2.4,31.8,1.178909724,0.716406069,0.900975807,NA,NA,NA,NA
270-2014-0-449,2014,wy,2011,0,NA,2.5,1.5,5.7,0,14.1,-1.345868966,-1.527266224,-1.335708832,NA,NA,NA,NA
270-2014-0-449,2014,wy,2012,0,NA,1.5,8.6,3.5,6,15.8,-1.103376098,0.716406069,-1.646359476,NA,NA,NA,NA
270-2014-0-449,2014,wy,2013,0,NA,12,7.8,10,5,34.5,1.564045456,0.463597923,1.615472289,NA,NA,NA,NA
270-2014-0-449,2014,wy,2014,0,NA,7.7,2.9,6.7,2.4,22.1,-0.204726055,-1.084851969,0.279674519,NA,NA,NA,NA
270-2014-0-449,2014,wy,2015,1,1,4.4,12.4,5,0.3,29.1,0.793773991,1.917244761,-0.745472608,127,77.5,57.73,196.85
270-2014-0-449,2014,wy,2016,1,2,4.5,7.9,1.3,0,20.2,-0.475747497,0.495198941,-0.714407543,162,115.75,73.64,294.01
270-2014-0-449,2014,wy,2017,1,3,5.6,4.6,10.81,0,24.61,0.153307533,-0.54763466,-0.372691834,171,146.5,77.73,372.11
270-2014-0-449,2014,wy,2018,1,4,4.8,2.3,17.7,0.9,29.1,0.793773991,-1.274458078,-0.62121235,212,152.5,96.36,387.35
270-2014-0-449,2014,wy,2019,1,5,4.7,3.4,3,0.3,12,-1.64541898,-0.926846878,-0.652277414,NA,NA,NA,NA
270-2014-0-449,2014,wy,2020,1,6,7.8,5.7,4.6,4.8,23.1,-0.062083192,-0.200023459,0.310739583,NA,NA,NA,NA
270-2014-0-449,2014,wy,2021,1,7,10.1,6.2,0.3,0,19.4,-0.589861788,-0.042018368,1.025236065,208,162.875,94.55,413.70
270-2014-0-449,2014,wy,2022,1,8,7,7.8,4.5,2.7,21.7,-0.261783201,0.463597923,0.062219068,NA,NA,NA,NA
270-2014-0-450,2014,wy,2008,0,NA,13.2,5.6,1,3,20.3,-0.46148321,-0.231624477,1.988253063,NA,NA,NA,NA
270-2014-0-450,2014,wy,2009,0,NA,4.1,5.6,8.4,1.5,20.4,-0.447218924,-0.231624477,-0.838667801,NA,NA,NA,NA
270-2014-0-450,2014,wy,2010,0,NA,9.7,8.6,7.4,2.4,31.8,1.178909724,0.716406069,0.900975807,NA,NA,NA,NA
270-2014-0-450,2014,wy,2011,0,NA,2.5,1.5,5.7,0,14.1,-1.345868966,-1.527266224,-1.335708832,NA,NA,NA,NA
270-2014-0-450,2014,wy,2012,0,NA,1.5,8.6,3.5,6,15.8,-1.103376098,0.716406069,-1.646359476,NA,NA,NA,NA
270-2014-0-450,2014,wy,2013,0,NA,12,7.8,10,5,34.5,1.564045456,0.463597923,1.615472289,NA,NA,NA,NA
270-2014-0-450,2014,wy,2014,0,NA,7.7,2.9,6.7,2.4,22.1,-0.204726055,-1.084851969,0.279674519,NA,NA,NA,NA
270-2014-0-450,2014,wy,2015,1,1,4.4,12.4,5,0.3,29.1,0.793773991,1.917244761,-0.745472608,NA,NA,NA,NA
270-2014-0-450,2014,wy,2016,1,2,4.5,7.9,1.3,0,20.2,-0.475747497,0.495198941,-0.714407543,117,64.5,53.18,163.83
270-2014-0-450,2014,wy,2017,1,3,5.6,4.6,10.81,0,24.61,0.153307533,-0.54763466,-0.372691834,130,89.5,59.09,227.33
270-2014-0-450,2014,wy,2018,1,4,4.8,2.3,17.7,0.9,29.1,0.793773991,-1.274458078,-0.62121235,139,110.25,63.18,280.04
270-2014-0-450,2014,wy,2019,1,5,4.7,3.4,3,0.3,12,-1.64541898,-0.926846878,-0.652277414,169,121.125,76.82,307.66
270-2014-0-450,2014,wy,2020,1,6,7.8,5.7,4.6,4.8,23.1,-0.062083192,-0.200023459,0.310739583,168,123.25,76.36,313.06
270-2014-0-450,2014,wy,2021,1,7,10.1,6.2,0.3,0,19.4,-0.589861788,-0.042018368,1.025236065,175,126,79.55,320.04
270-2014-0-450,2014,wy,2022,1,8,7,7.8,4.5,2.7,21.7,-0.261783201,0.463597923,0.062219068,167,127.125,75.91,322.90
270-2014-0-451,2014,wy,2008,0,NA,13.2,5.6,1,3,20.3,-0.46148321,-0.231624477,1.988253063,NA,NA,NA,NA
270-2014-0-451,2014,wy,2009,0,NA,4.1,5.6,8.4,1.5,20.4,-0.447218924,-0.231624477,-0.838667801,NA,NA,NA,NA
270-2014-0-451,2014,wy,2010,0,NA,9.7,8.6,7.4,2.4,31.8,1.178909724,0.716406069,0.900975807,NA,NA,NA,NA
270-2014-0-451,2014,wy,2011,0,NA,2.5,1.5,5.7,0,14.1,-1.345868966,-1.527266224,-1.335708832,NA,NA,NA,NA
270-2014-0-451,2014,wy,2012,0,NA,1.5,8.6,3.5,6,15.8,-1.103376098,0.716406069,-1.646359476,NA,NA,NA,NA
270-2014-0-451,2014,wy,2013,0,NA,12,7.8,10,5,34.5,1.564045456,0.463597923,1.615472289,NA,NA,NA,NA
270-2014-0-451,2014,wy,2014,0,NA,7.7,2.9,6.7,2.4,22.1,-0.204726055,-1.084851969,0.279674519,NA,NA,NA,NA
270-2014-0-451,2014,wy,2015,1,1,4.4,12.4,5,0.3,29.1,0.793773991,1.917244761,-0.745472608,112,46,50.91,116.84
270-2014-0-451,2014,wy,2016,1,2,4.5,7.9,1.3,0,20.2,-0.475747497,0.495198941,-0.714407543,129,81.5,58.64,207.01
270-2014-0-451,2014,wy,2017,1,3,5.6,4.6,10.81,0,24.61,0.153307533,-0.54763466,-0.372691834,172,106,78.18,269.24
270-2014-0-451,2014,wy,2018,1,4,4.8,2.3,17.7,0.9,29.1,0.793773991,-1.274458078,-0.62121235,178,117,80.91,297.18
270-2014-0-451,2014,wy,2019,1,5,4.7,3.4,3,0.3,12,-1.64541898,-0.926846878,-0.652277414,NA,NA,NA,NA
270-2014-0-451,2014,wy,2020,1,6,7.8,5.7,4.6,4.8,23.1,-0.062083192,-0.200023459,0.310739583,207,137.375,94.09,348.93
270-2014-0-451,2014,wy,2021,1,7,10.1,6.2,0.3,0,19.4,-0.589861788,-0.042018368,1.025236065,207,128,94.09,325.12
270-2014-0-451,2014,wy,2022,1,8,7,7.8,4.5,2.7,21.7,-0.261783201,0.463597923,0.062219068,206,141,93.64,358.14
270-2014-0-452,2014,wy,2008,0,NA,13.2,5.6,1,3,20.3,-0.46148321,-0.231624477,1.988253063,NA,NA,NA,NA
270-2014-0-452,2014,wy,2009,0,NA,4.1,5.6,8.4,1.5,20.4,-0.447218924,-0.231624477,-0.838667801,NA,NA,NA,NA
270-2014-0-452,2014,wy,2010,0,NA,9.7,8.6,7.4,2.4,31.8,1.178909724,0.716406069,0.900975807,NA,NA,NA,NA
270-2014-0-452,2014,wy,2011,0,NA,2.5,1.5,5.7,0,14.1,-1.345868966,-1.527266224,-1.335708832,NA,NA,NA,NA
270-2014-0-452,2014,wy,2012,0,NA,1.5,8.6,3.5,6,15.8,-1.103376098,0.716406069,-1.646359476,NA,NA,NA,NA
270-2014-0-452,2014,wy,2013,0,NA,12,7.8,10,5,34.5,1.564045456,0.463597923,1.615472289,NA,NA,NA,NA
270-2014-0-452,2014,wy,2014,0,NA,7.7,2.9,6.7,2.4,22.1,-0.204726055,-1.084851969,0.279674519,NA,NA,NA,NA
270-2014-0-452,2014,wy,2015,1,1,4.4,12.4,5,0.3,29.1,0.793773991,1.917244761,-0.745472608,NA,NA,NA,NA
270-2014-0-452,2014,wy,2016,1,2,4.5,7.9,1.3,0,20.2,-0.475747497,0.495198941,-0.714407543,127,69.5,57.73,176.53
270-2014-0-452,2014,wy,2017,1,3,5.6,4.6,10.81,0,24.61,0.153307533,-0.54763466,-0.372691834,128,101.875,58.18,258.76
270-2014-0-452,2014,wy,2018,1,4,4.8,2.3,17.7,0.9,29.1,0.793773991,-1.274458078,-0.62121235,159,117.125,72.27,297.50
270-2014-0-452,2014,wy,2019,1,5,4.7,3.4,3,0.3,12,-1.64541898,-0.926846878,-0.652277414,187,121.625,85.00,308.93
270-2014-0-452,2014,wy,2020,1,6,7.8,5.7,4.6,4.8,23.1,-0.062083192,-0.200023459,0.310739583,170,128.625,77.27,326.71
270-2014-0-452,2014,wy,2021,1,7,10.1,6.2,0.3,0,19.4,-0.589861788,-0.042018368,1.025236065,190,127.75,86.36,324.49
270-2014-0-452,2014,wy,2022,1,8,7,7.8,4.5,2.7,21.7,-0.261783201,0.463597923,0.062219068,209,127.375,95.00,323.53
270-2014-0-453,2014,wy,2008,0,NA,13.2,5.6,1,3,20.3,-0.46148321,-0.231624477,1.988253063,NA,NA,NA,NA
270-2014-0-453,2014,wy,2009,0,NA,4.1,5.6,8.4,1.5,20.4,-0.447218924,-0.231624477,-0.838667801,NA,NA,NA,NA
270-2014-0-453,2014,wy,2010,0,NA,9.7,8.6,7.4,2.4,31.8,1.178909724,0.716406069,0.900975807,NA,NA,NA,NA
270-2014-0-453,2014,wy,2011,0,NA,2.5,1.5,5.7,0,14.1,-1.345868966,-1.527266224,-1.335708832,NA,NA,NA,NA
270-2014-0-453,2014,wy,2012,0,NA,1.5,8.6,3.5,6,15.8,-1.103376098,0.716406069,-1.646359476,NA,NA,NA,NA
270-2014-0-453,2014,wy,2013,0,NA,12,7.8,10,5,34.5,1.564045456,0.463597923,1.615472289,NA,NA,NA,NA
270-2014-0-453,2014,wy,2014,0,NA,7.7,2.9,6.7,2.4,22.1,-0.204726055,-1.084851969,0.279674519,NA,NA,NA,NA
270-2014-0-453,2014,wy,2015,1,1,4.4,12.4,5,0.3,29.1,0.793773991,1.917244761,-0.745472608,100,35.75,45.45,90.81
270-2014-0-453,2014,wy,2016,0,2,4.5,7.9,1.3,0,20.2,-0.475747497,0.495198941,-0.714407543,NA,NA,NA,NA
270-2014-0-453,2014,wy,2017,1,3,5.6,4.6,10.81,0,24.61,0.153307533,-0.54763466,-0.372691834,141,101.125,64.09,256.86
270-2014-0-453,2014,wy,2018,1,4,4.8,2.3,17.7,0.9,29.1,0.793773991,-1.274458078,-0.62121235,157,106.75,71.36,271.15
270-2014-0-453,2014,wy,2019,1,5,4.7,3.4,3,0.3,12,-1.64541898,-0.926846878,-0.652277414,184,100.875,83.64,256.22
270-2014-0-453,2014,wy,2020,1,6,7.8,5.7,4.6,4.8,23.1,-0.062083192,-0.200023459,0.310739583,172,123.75,78.18,314.33
270-2014-0-453,2014,wy,2021,1,7,10.1,6.2,0.3,0,19.4,-0.589861788,-0.042018368,1.025236065,195,123.125,88.64,312.74
270-2014-0-453,2014,wy,2022,1,8,7,7.8,4.5,2.7,21.7,-0.261783201,0.463597923,0.062219068,189,124.25,85.91,315.60
270-2014-0-454,2014,wy,2008,0,NA,13.2,5.6,1,3,20.3,-0.46148321,-0.231624477,1.988253063,NA,NA,NA,NA
270-2014-0-454,2014,wy,2009,0,NA,4.1,5.6,8.4,1.5,20.4,-0.447218924,-0.231624477,-0.838667801,NA,NA,NA,NA
270-2014-0-454,2014,wy,2010,0,NA,9.7,8.6,7.4,2.4,31.8,1.178909724,0.716406069,0.900975807,NA,NA,NA,NA
270-2014-0-454,2014,wy,2011,0,NA,2.5,1.5,5.7,0,14.1,-1.345868966,-1.527266224,-1.335708832,NA,NA,NA,NA
270-2014-0-454,2014,wy,2012,0,NA,1.5,8.6,3.5,6,15.8,-1.103376098,0.716406069,-1.646359476,NA,NA,NA,NA
270-2014-0-454,2014,wy,2013,0,NA,12,7.8,10,5,34.5,1.564045456,0.463597923,1.615472289,NA,NA,NA,NA
270-2014-0-454,2014,wy,2014,0,NA,7.7,2.9,6.7,2.4,22.1,-0.204726055,-1.084851969,0.279674519,NA,NA,NA,NA
270-2014-0-454,2014,wy,2015,1,1,4.4,12.4,5,0.3,29.1,0.793773991,1.917244761,-0.745472608,110,57.125,50.00,145.10
270-2014-0-454,2014,wy,2016,1,2,4.5,7.9,1.3,0,20.2,-0.475747497,0.495198941,-0.714407543,145,106.875,65.91,271.46
270-2014-0-454,2014,wy,2017,1,3,5.6,4.6,10.81,0,24.61,0.153307533,-0.54763466,-0.372691834,158,136.125,71.82,345.76
270-2014-0-454,2014,wy,2018,1,4,4.8,2.3,17.7,0.9,29.1,0.793773991,-1.274458078,-0.62121235,166,154.25,75.45,391.80
270-2014-0-454,2014,wy,2019,1,5,4.7,3.4,3,0.3,12,-1.64541898,-0.926846878,-0.652277414,191,172,86.82,436.88
270-2014-0-454,2014,wy,2020,0,6,7.8,5.7,4.6,4.8,23.1,-0.062083192,-0.200023459,0.310739583,196,174.625,89.09,443.55
270-2014-0-454,2014,wy,2021,0,7,10.1,6.2,0.3,0,19.4,-0.589861788,-0.042018368,1.025236065,NA,NA,NA,NA
270-2014-0-454,2014,wy,2022,0,8,7,7.8,4.5,2.7,21.7,-0.261783201,0.463597923,0.062219068,NA,NA,NA,NA
270-2014-0-455,2014,wy,2008,0,NA,13.2,5.6,1,3,20.3,-0.46148321,-0.231624477,1.988253063,NA,NA,NA,NA
270-2014-0-455,2014,wy,2009,0,NA,4.1,5.6,8.4,1.5,20.4,-0.447218924,-0.231624477,-0.838667801,NA,NA,NA,NA
270-2014-0-455,2014,wy,2010,0,NA,9.7,8.6,7.4,2.4,31.8,1.178909724,0.716406069,0.900975807,NA,NA,NA,NA
270-2014-0-455,2014,wy,2011,0,NA,2.5,1.5,5.7,0,14.1,-1.345868966,-1.527266224,-1.335708832,NA,NA,NA,NA
270-2014-0-455,2014,wy,2012,0,NA,1.5,8.6,3.5,6,15.8,-1.103376098,0.716406069,-1.646359476,NA,NA,NA,NA
270-2014-0-455,2014,wy,2013,0,NA,12,7.8,10,5,34.5,1.564045456,0.463597923,1.615472289,NA,NA,NA,NA
270-2014-0-455,2014,wy,2014,0,NA,7.7,2.9,6.7,2.4,22.1,-0.204726055,-1.084851969,0.279674519,NA,NA,NA,NA
270-2014-0-455,2014,wy,2015,1,1,4.4,12.4,5,0.3,29.1,0.793773991,1.917244761,-0.745472608,112,43.5,50.91,110.49
270-2014-0-455,2014,wy,2016,1,2,4.5,7.9,1.3,0,20.2,-0.475747497,0.495198941,-0.714407543,139,86.125,63.18,218.76
270-2014-0-455,2014,wy,2017,1,3,5.6,4.6,10.81,0,24.61,0.153307533,-0.54763466,-0.372691834,167,111.75,75.91,283.85
270-2014-0-455,2014,wy,2018,1,4,4.8,2.3,17.7,0.9,29.1,0.793773991,-1.274458078,-0.62121235,191,122.875,86.82,312.10
270-2014-0-455,2014,wy,2019,1,5,4.7,3.4,3,0.3,12,-1.64541898,-0.926846878,-0.652277414,204,126.5,92.73,321.31
270-2014-0-455,2014,wy,2020,1,6,7.8,5.7,4.6,4.8,23.1,-0.062083192,-0.200023459,0.310739583,202,131.875,91.82,334.96
270-2014-0-455,2014,wy,2021,1,7,10.1,6.2,0.3,0,19.4,-0.589861788,-0.042018368,1.025236065,207,133.375,94.09,338.77
270-2014-0-455,2014,wy,2022,2,8,7,7.8,4.5,2.7,21.7,-0.261783201,0.463597923,0.062219068,207,120.875,94.09,307.02
270-2014-1-403,2014,dmp,2008,0,NA,13.2,5.6,1,3,20.3,-0.46148321,-0.231624477,1.988253063,NA,NA,NA,NA
270-2014-1-403,2014,dmp,2009,0,NA,4.1,5.6,8.4,1.5,20.4,-0.447218924,-0.231624477,-0.838667801,NA,NA,NA,NA
270-2014-1-403,2014,dmp,2010,0,NA,9.7,8.6,7.4,2.4,31.8,1.178909724,0.716406069,0.900975807,NA,NA,NA,NA
270-2014-1-403,2014,dmp,2011,0,NA,2.5,1.5,5.7,0,14.1,-1.345868966,-1.527266224,-1.335708832,NA,NA,NA,NA
270-2014-1-403,2014,dmp,2012,0,NA,1.5,8.6,3.5,6,15.8,-1.103376098,0.716406069,-1.646359476,NA,NA,NA,NA
270-2014-1-403,2014,dmp,2013,0,NA,12,7.8,10,5,34.5,1.564045456,0.463597923,1.615472289,NA,NA,NA,NA
270-2014-1-403,2014,dmp,2014,0,NA,7.7,2.9,6.7,2.4,22.1,-0.204726055,-1.084851969,0.279674519,NA,NA,NA,NA
270-2014-1-403,2014,dmp,2015,1,1,4.4,12.4,5,0.3,29.1,0.793773991,1.917244761,-0.745472608,87,42.25,39.55,107.32
270-2014-1-403,2014,dmp,2016,1,2,4.5,7.9,1.3,0,20.2,-0.475747497,0.495198941,-0.714407543,119,102.875,54.09,261.30
270-2014-1-403,2014,dmp,2017,1,3,5.6,4.6,10.81,0,24.61,0.153307533,-0.54763466,-0.372691834,142,135.375,64.55,343.85
270-2014-1-403,2014,dmp,2018,1,4,4.8,2.3,17.7,0.9,29.1,0.793773991,-1.274458078,-0.62121235,152,140.5,69.09,356.87
270-2014-1-403,2014,dmp,2019,1,5,4.7,3.4,3,0.3,12,-1.64541898,-0.926846878,-0.652277414,165,159.125,75.00,404.18
270-2014-1-403,2014,dmp,2020,1,6,7.8,5.7,4.6,4.8,23.1,-0.062083192,-0.200023459,0.310739583,174,167.125,79.09,424.50
270-2014-1-403,2014,dmp,2021,1,7,10.1,6.2,0.3,0,19.4,-0.589861788,-0.042018368,1.025236065,161,158.875,73.18,403.54
270-2014-1-403,2014,dmp,2022,1,8,7,7.8,4.5,2.7,21.7,-0.261783201,0.463597923,0.062219068,157,172.375,71.36,437.83
270-2014-1-407,2014,dmp,2008,0,NA,13.2,5.6,1,3,20.3,-0.46148321,-0.231624477,1.988253063,NA,NA,NA,NA
270-2014-1-407,2014,dmp,2009,0,NA,4.1,5.6,8.4,1.5,20.4,-0.447218924,-0.231624477,-0.838667801,NA,NA,NA,NA
270-2014-1-407,2014,dmp,2010,0,NA,9.7,8.6,7.4,2.4,31.8,1.178909724,0.716406069,0.900975807,NA,NA,NA,NA
270-2014-1-407,2014,dmp,2011,0,NA,2.5,1.5,5.7,0,14.1,-1.345868966,-1.527266224,-1.335708832,NA,NA,NA,NA
270-2014-1-407,2014,dmp,2012,0,NA,1.5,8.6,3.5,6,15.8,-1.103376098,0.716406069,-1.646359476,NA,NA,NA,NA
270-2014-1-407,2014,dmp,2013,0,NA,12,7.8,10,5,34.5,1.564045456,0.463597923,1.615472289,NA,NA,NA,NA
270-2014-1-407,2014,dmp,2014,0,NA,7.7,2.9,6.7,2.4,22.1,-0.204726055,-1.084851969,0.279674519,NA,NA,NA,NA
270-2014-1-407,2014,dmp,2015,1,1,4.4,12.4,5,0.3,29.1,0.793773991,1.917244761,-0.745472608,89,47.125,40.45,119.70
270-2014-1-407,2014,dmp,2016,1,2,4.5,7.9,1.3,0,20.2,-0.475747497,0.495198941,-0.714407543,127,111.5,57.73,283.21
270-2014-1-407,2014,dmp,2017,1,3,5.6,4.6,10.81,0,24.61,0.153307533,-0.54763466,-0.372691834,148,132.625,67.27,336.87
270-2014-1-407,2014,dmp,2018,1,4,4.8,2.3,17.7,0.9,29.1,0.793773991,-1.274458078,-0.62121235,175,147,79.55,373.38
270-2014-1-407,2014,dmp,2019,1,5,4.7,3.4,3,0.3,12,-1.64541898,-0.926846878,-0.652277414,189,166,85.91,421.64
270-2014-1-407,2014,dmp,2020,1,6,7.8,5.7,4.6,4.8,23.1,-0.062083192,-0.200023459,0.310739583,187,168.375,85.00,427.67
270-2014-1-407,2014,dmp,2021,1,7,10.1,6.2,0.3,0,19.4,-0.589861788,-0.042018368,1.025236065,167,175.75,75.91,446.41
270-2014-1-407,2014,dmp,2022,1,8,7,7.8,4.5,2.7,21.7,-0.261783201,0.463597923,0.062219068,178,178.875,80.91,454.34
270-2014-1-410,2014,dmp,2008,0,NA,13.2,5.6,1,3,20.3,-0.46148321,-0.231624477,1.988253063,NA,NA,NA,NA
270-2014-1-410,2014,dmp,2009,0,NA,4.1,5.6,8.4,1.5,20.4,-0.447218924,-0.231624477,-0.838667801,NA,NA,NA,NA
270-2014-1-410,2014,dmp,2010,0,NA,9.7,8.6,7.4,2.4,31.8,1.178909724,0.716406069,0.900975807,NA,NA,NA,NA
270-2014-1-410,2014,dmp,2011,0,NA,2.5,1.5,5.7,0,14.1,-1.345868966,-1.527266224,-1.335708832,NA,NA,NA,NA
270-2014-1-410,2014,dmp,2012,0,NA,1.5,8.6,3.5,6,15.8,-1.103376098,0.716406069,-1.646359476,NA,NA,NA,NA
270-2014-1-410,2014,dmp,2013,0,NA,12,7.8,10,5,34.5,1.564045456,0.463597923,1.615472289,NA,NA,NA,NA
270-2014-1-410,2014,dmp,2014,0,NA,7.7,2.9,6.7,2.4,22.1,-0.204726055,-1.084851969,0.279674519,NA,NA,NA,NA
270-2014-1-410,2014,dmp,2015,1,1,4.4,12.4,5,0.3,29.1,0.793773991,1.917244761,-0.745472608,NA,NA,NA,NA
270-2014-1-410,2014,dmp,2016,1,2,4.5,7.9,1.3,0,20.2,-0.475747497,0.495198941,-0.714407543,111,74.375,50.45,188.91
270-2014-1-410,2014,dmp,2017,1,3,5.6,4.6,10.81,0,24.61,0.153307533,-0.54763466,-0.372691834,116,94.5,52.73,240.03
270-2014-1-410,2014,dmp,2018,1,4,4.8,2.3,17.7,0.9,29.1,0.793773991,-1.274458078,-0.62121235,116,118.75,52.73,301.63
270-2014-1-410,2014,dmp,2019,1,5,4.7,3.4,3,0.3,12,-1.64541898,-0.926846878,-0.652277414,165,128.5,75.00,326.39
270-2014-1-410,2014,dmp,2020,1,6,7.8,5.7,4.6,4.8,23.1,-0.062083192,-0.200023459,0.310739583,155,133.25,70.45,338.46
270-2014-1-410,2014,dmp,2021,1,7,10.1,6.2,0.3,0,19.4,-0.589861788,-0.042018368,1.025236065,152,139.875,69.09,355.28
270-2014-1-410,2014,dmp,2022,0,8,7,7.8,4.5,2.7,21.7,-0.261783201,0.463597923,0.062219068,NA,NA,NA,NA
270-2014-1-411,2014,dmp,2008,0,NA,13.2,5.6,1,3,20.3,-0.46148321,-0.231624477,1.988253063,NA,NA,NA,NA
270-2014-1-411,2014,dmp,2009,0,NA,4.1,5.6,8.4,1.5,20.4,-0.447218924,-0.231624477,-0.838667801,NA,NA,NA,NA
270-2014-1-411,2014,dmp,2010,0,NA,9.7,8.6,7.4,2.4,31.8,1.178909724,0.716406069,0.900975807,NA,NA,NA,NA
270-2014-1-411,2014,dmp,2011,0,NA,2.5,1.5,5.7,0,14.1,-1.345868966,-1.527266224,-1.335708832,NA,NA,NA,NA
270-2014-1-411,2014,dmp,2012,0,NA,1.5,8.6,3.5,6,15.8,-1.103376098,0.716406069,-1.646359476,NA,NA,NA,NA
270-2014-1-411,2014,dmp,2013,0,NA,12,7.8,10,5,34.5,1.564045456,0.463597923,1.615472289,NA,NA,NA,NA
270-2014-1-411,2014,dmp,2014,0,NA,7.7,2.9,6.7,2.4,22.1,-0.204726055,-1.084851969,0.279674519,NA,NA,NA,NA
270-2014-1-411,2014,dmp,2015,1,1,4.4,12.4,5,0.3,29.1,0.793773991,1.917244761,-0.745472608,95,48.75,43.18,123.83
270-2014-1-411,2014,dmp,2016,1,2,4.5,7.9,1.3,0,20.2,-0.475747497,0.495198941,-0.714407543,135,90.75,61.36,230.51
270-2014-1-411,2014,dmp,2017,1,3,5.6,4.6,10.81,0,24.61,0.153307533,-0.54763466,-0.372691834,147,123.125,66.82,312.74
270-2014-1-411,2014,dmp,2018,1,4,4.8,2.3,17.7,0.9,29.1,0.793773991,-1.274458078,-0.62121235,159,136.25,72.27,346.08
270-2014-1-411,2014,dmp,2019,1,5,4.7,3.4,3,0.3,12,-1.64541898,-0.926846878,-0.652277414,182,152.375,82.73,387.03
270-2014-1-411,2014,dmp,2020,1,6,7.8,5.7,4.6,4.8,23.1,-0.062083192,-0.200023459,0.310739583,174,166.125,79.09,421.96
270-2014-1-411,2014,dmp,2021,1,7,10.1,6.2,0.3,0,19.4,-0.589861788,-0.042018368,1.025236065,184,177.5,83.64,450.85
270-2014-1-411,2014,dmp,2022,1,8,7,7.8,4.5,2.7,21.7,-0.261783201,0.463597923,0.062219068,183,190.375,83.18,483.55
270-2014-1-414,2014,dmp,2008,0,NA,13.2,5.6,1,3,20.3,-0.46148321,-0.231624477,1.988253063,NA,NA,NA,NA
270-2014-1-414,2014,dmp,2009,0,NA,4.1,5.6,8.4,1.5,20.4,-0.447218924,-0.231624477,-0.838667801,NA,NA,NA,NA
270-2014-1-414,2014,dmp,2010,0,NA,9.7,8.6,7.4,2.4,31.8,1.178909724,0.716406069,0.900975807,NA,NA,NA,NA
270-2014-1-414,2014,dmp,2011,0,NA,2.5,1.5,5.7,0,14.1,-1.345868966,-1.527266224,-1.335708832,NA,NA,NA,NA
270-2014-1-414,2014,dmp,2012,0,NA,1.5,8.6,3.5,6,15.8,-1.103376098,0.716406069,-1.646359476,NA,NA,NA,NA
270-2014-1-414,2014,dmp,2013,0,NA,12,7.8,10,5,34.5,1.564045456,0.463597923,1.615472289,NA,NA,NA,NA
270-2014-1-414,2014,dmp,2014,0,NA,7.7,2.9,6.7,2.4,22.1,-0.204726055,-1.084851969,0.279674519,NA,NA,NA,NA
270-2014-1-414,2014,dmp,2015,1,1,4.4,12.4,5,0.3,29.1,0.793773991,1.917244761,-0.745472608,NA,NA,NA,NA
270-2014-1-414,2014,dmp,2016,1,2,4.5,7.9,1.3,0,20.2,-0.475747497,0.495198941,-0.714407543,128,76.25,58.18,193.68
270-2014-1-414,2014,dmp,2017,1,3,5.6,4.6,10.81,0,24.61,0.153307533,-0.54763466,-0.372691834,143,102.375,65.00,260.03
270-2014-1-414,2014,dmp,2018,1,4,4.8,2.3,17.7,0.9,29.1,0.793773991,-1.274458078,-0.62121235,170,126.5,77.27,321.31
270-2014-1-414,2014,dmp,2019,1,5,4.7,3.4,3,0.3,12,-1.64541898,-0.926846878,-0.652277414,166,142.125,75.45,361.00
270-2014-1-414,2014,dmp,2020,1,6,7.8,5.7,4.6,4.8,23.1,-0.062083192,-0.200023459,0.310739583,172,145,78.18,368.30
270-2014-1-414,2014,dmp,2021,1,7,10.1,6.2,0.3,0,19.4,-0.589861788,-0.042018368,1.025236065,191,145.25,86.82,368.94
270-2014-1-414,2014,dmp,2022,1,8,7,7.8,4.5,2.7,21.7,-0.261783201,0.463597923,0.062219068,188,149.5,85.45,379.73
270-2014-1-422,2014,dmp,2008,0,NA,13.2,5.6,1,3,20.3,-0.46148321,-0.231624477,1.988253063,NA,NA,NA,NA
270-2014-1-422,2014,dmp,2009,0,NA,4.1,5.6,8.4,1.5,20.4,-0.447218924,-0.231624477,-0.838667801,NA,NA,NA,NA
